output_file,status,pixel_source,prior_zip_usage,source_pages_1based,trace_boxes_px,notes
question/pb_2-21_(1)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,20,"[{""page"":20,""x0"":0,""y0"":937,""x1"":2005,""y1"":1005},{""page"":20,""x0"":0,""y0"":1005,""x1"":2005,""y1"":1070},{""page"":20,""x0"":1120,""y0"":269,""x1"":1800,""y1"":892}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-21_(2)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,20,"[{""page"":20,""x0"":0,""y0"":937,""x1"":2005,""y1"":1005},{""page"":20,""x0"":0,""y0"":1070,""x1"":2005,""y1"":1135},{""page"":20,""x0"":1120,""y0"":269,""x1"":1800,""y1"":892}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-21_(3)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,20,"[{""page"":20,""x0"":0,""y0"":937,""x1"":2005,""y1"":1005},{""page"":20,""x0"":0,""y0"":1135,""x1"":2005,""y1"":1200},{""page"":20,""x0"":1120,""y0"":269,""x1"":1800,""y1"":892}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-21_(4)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,20,"[{""page"":20,""x0"":0,""y0"":937,""x1"":2005,""y1"":1005},{""page"":20,""x0"":0,""y0"":1200,""x1"":2005,""y1"":1265},{""page"":20,""x0"":1120,""y0"":269,""x1"":1800,""y1"":892}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-22_(a)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,20;21,"[{""page"":20,""x0"":0,""y0"":2265,""x1"":2005,""y1"":2330},{""page"":21,""x0"":220,""y0"":213,""x1"":700,""y1"":567}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-22_(b)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,20;21,"[{""page"":20,""x0"":0,""y0"":2265,""x1"":2005,""y1"":2330},{""page"":21,""x0"":680,""y0"":197,""x1"":1140,""y1"":610}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-22_(c)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,20;21,"[{""page"":20,""x0"":0,""y0"":2265,""x1"":2005,""y1"":2330},{""page"":21,""x0"":1120,""y0"":199,""x1"":1680,""y1"":567}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-23_(1)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,21,"[{""page"":21,""x0"":0,""y0"":1551,""x1"":2005,""y1"":1620},{""page"":21,""x0"":180,""y0"":1621,""x1"":450,""y1"":1685}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-23_(2)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,21,"[{""page"":21,""x0"":0,""y0"":1551,""x1"":2005,""y1"":1620},{""page"":21,""x0"":450,""y0"":1620,""x1"":760,""y1"":1684}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-23_(3)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,21,"[{""page"":21,""x0"":0,""y0"":1551,""x1"":2005,""y1"":1620},{""page"":21,""x0"":750,""y0"":1620,""x1"":1080,""y1"":1685}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-23_(4)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,21,"[{""page"":21,""x0"":0,""y0"":1551,""x1"":2005,""y1"":1620},{""page"":21,""x0"":1070,""y0"":1620,""x1"":1660,""y1"":1684}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-24_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,21;22,"[{""page"":21,""x0"":0,""y0"":2400,""x1"":2005,""y1"":2468},{""page"":22,""x0"":180,""y0"":496,""x1"":930,""y1"":983}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-25_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,22,"[{""page"":22,""x0"":0,""y0"":1028,""x1"":2005,""y1"":1160},{""page"":22,""x0"":1050,""y0"":689,""x1"":1800,""y1"":984}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-26_(a)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,22,"[{""page"":22,""x0"":0,""y0"":1490,""x1"":2005,""y1"":1557},{""page"":22,""x0"":200,""y0"":1639,""x1"":980,""y1"":1870}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-26_(b)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,22,"[{""page"":22,""x0"":0,""y0"":1490,""x1"":2005,""y1"":1557},{""page"":22,""x0"":900,""y0"":1600,""x1"":1780,""y1"":1870}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-2_(1)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,2,"[{""page"":2,""x0"":0,""y0"":2064,""x1"":2005,""y1"":2134},{""page"":2,""x0"":0,""y0"":2140,""x1"":2005,""y1"":2244}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-2_(2)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,2,"[{""page"":2,""x0"":0,""y0"":2064,""x1"":2005,""y1"":2134},{""page"":2,""x0"":0,""y0"":2257,""x1"":2005,""y1"":2360}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-2_(3)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,2,"[{""page"":2,""x0"":0,""y0"":2064,""x1"":2005,""y1"":2134},{""page"":2,""x0"":0,""y0"":2376,""x1"":2005,""y1"":2475}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-2_(4)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,2;3,"[{""page"":2,""x0"":0,""y0"":2064,""x1"":2005,""y1"":2134},{""page"":3,""x0"":0,""y0"":196,""x1"":2005,""y1"":301}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-2_(5)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,2;3,"[{""page"":2,""x0"":0,""y0"":2064,""x1"":2005,""y1"":2134},{""page"":3,""x0"":0,""y0"":320,""x1"":2005,""y1"":417}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-2_(6)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,2;3,"[{""page"":2,""x0"":0,""y0"":2064,""x1"":2005,""y1"":2134},{""page"":3,""x0"":0,""y0"":430,""x1"":2005,""y1"":530}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-2_(7)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,2;3,"[{""page"":2,""x0"":0,""y0"":2064,""x1"":2005,""y1"":2134},{""page"":3,""x0"":0,""y0"":540,""x1"":2005,""y1"":644}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-3_(1)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,3,"[{""page"":3,""x0"":0,""y0"":1717,""x1"":2005,""y1"":1784},{""page"":3,""x0"":0,""y0"":1784,""x1"":2005,""y1"":1895}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-3_(2)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,3,"[{""page"":3,""x0"":0,""y0"":1717,""x1"":2005,""y1"":1784},{""page"":3,""x0"":0,""y0"":1898,""x1"":2005,""y1"":2006}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-3_(3)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,3,"[{""page"":3,""x0"":0,""y0"":1717,""x1"":2005,""y1"":1784},{""page"":3,""x0"":0,""y0"":2009,""x1"":2005,""y1"":2120}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-4_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,4,"[{""page"":4,""x0"":0,""y0"":2241,""x1"":1200,""y1"":2310},{""page"":4,""x0"":1250,""y0"":2166,""x1"":1940,""y1"":2469}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-5_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,5,"[{""page"":5,""x0"":0,""y0"":371,""x1"":2005,""y1"":550}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-6_(1)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,5;6,"[{""page"":5,""x0"":0,""y0"":1742,""x1"":2005,""y1"":1812},{""page"":6,""x0"":70,""y0"":211,""x1"":930,""y1"":577}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-6_(2)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,5;6,"[{""page"":5,""x0"":0,""y0"":1742,""x1"":2005,""y1"":1812},{""page"":6,""x0"":920,""y0"":231,""x1"":1930,""y1"":577}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-6_(3)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,5;6,"[{""page"":5,""x0"":0,""y0"":1742,""x1"":2005,""y1"":1812},{""page"":6,""x0"":70,""y0"":590,""x1"":930,""y1"":992}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-6_(4)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,5;6,"[{""page"":5,""x0"":0,""y0"":1742,""x1"":2005,""y1"":1812},{""page"":6,""x0"":930,""y0"":603,""x1"":1930,""y1"":991}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-7_(1)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,8;9,"[{""page"":8,""x0"":0,""y0"":2401,""x1"":2005,""y1"":2468},{""page"":9,""x0"":0,""y0"":177,""x1"":2005,""y1"":242},{""page"":9,""x0"":820,""y0"":580,""x1"":1940,""y1"":974}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-7_(2)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,8;9,"[{""page"":8,""x0"":0,""y0"":2401,""x1"":2005,""y1"":2468},{""page"":9,""x0"":0,""y0"":242,""x1"":2005,""y1"":310},{""page"":9,""x0"":820,""y0"":580,""x1"":1940,""y1"":974}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-8_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,10,"[{""page"":10,""x0"":0,""y0"":580,""x1"":2005,""y1"":695},{""page"":10,""x0"":60,""y0"":779,""x1"":930,""y1"":1270}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-9_(a)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,10;11,"[{""page"":10,""x0"":0,""y0"":1843,""x1"":2005,""y1"":1910},{""page"":11,""x0"":220,""y0"":221,""x1"":520,""y1"":700}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-9_(b)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,10;11,"[{""page"":10,""x0"":0,""y0"":1843,""x1"":2005,""y1"":1910},{""page"":11,""x0"":540,""y0"":221,""x1"":900,""y1"":700}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-9_(c)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,10;11,"[{""page"":10,""x0"":0,""y0"":1843,""x1"":2005,""y1"":1910},{""page"":11,""x0"":900,""y0"":221,""x1"":1320,""y1"":700}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-9_(d)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,10;11,"[{""page"":10,""x0"":0,""y0"":1843,""x1"":2005,""y1"":1910},{""page"":11,""x0"":1300,""y0"":221,""x1"":1820,""y1"":700}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-9_(e)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,10;11,"[{""page"":10,""x0"":0,""y0"":1843,""x1"":2005,""y1"":1910},{""page"":11,""x0"":190,""y0"":829,""x1"":620,""y1"":1223}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-9_(f)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,10;11,"[{""page"":10,""x0"":0,""y0"":1843,""x1"":2005,""y1"":1910},{""page"":11,""x0"":600,""y0"":690,""x1"":1160,""y1"":1223}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
question/pb_2-9_(g)_question.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,10;11,"[{""page"":10,""x0"":0,""y0"":1843,""x1"":2005,""y1"":1910},{""page"":11,""x0"":1130,""y0"":823,""x1"":1820,""y1"":1225}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-10_(a)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,13,"[{""page"":13,""x0"":0,""y0"":205,""x1"":2005,""y1"":398}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-10_(b)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,13,"[{""page"":13,""x0"":0,""y0"":405,""x1"":2005,""y1"":610}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-10_(c)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,13,"[{""page"":13,""x0"":0,""y0"":616,""x1"":2005,""y1"":1141}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-11_(a)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,13,"[{""page"":13,""x0"":0,""y0"":2070,""x1"":2005,""y1"":2324}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
